,stature,weightkg,crotchheight,waistcircumference,size,color
2453,1888,732,917,816,xl,cornflowerblue
2454,1697,739,827,808,medium,slategrey
2455,1818,723,872,836,large,lightsteelblue
2456,1780,857,874,925,xl,cornflowerblue
2457,1791,700,865,775,large,lightsteelblue
2458,1828,760,866,830,large,lightsteelblue
2459,1674,717,800,857,medium,slategrey
2460,1716,965,820,1058,large,lightsteelblue
2461,1778,880,899,937,xl,cornflowerblue
2462,1797,765,858,809,medium,slategrey
2463,1723,974,845,1003,large,lightsteelblue
2464,1784,846,875,930,xl,cornflowerblue
2465,1688,734,810,866,medium,slategrey
2466,1745,804,846,911,large,lightsteelblue
2467,1708,708,858,865,large,lightsteelblue
2468,1779,880,929,868,xl,cornflowerblue
2469,1685,715,812,865,large,lightsteelblue
2470,1841,1014,889,1030,xl,cornflowerblue
2471,1640,775,756,925,medium,slategrey
2472,1762,1089,850,1101,large,lightsteelblue
2473,1804,965,876,927,xl,cornflowerblue
2474,1736,864,880,957,xl,cornflowerblue
2475,1804,738,878,786,large,lightsteelblue
2476,1720,741,853,849,medium,slategrey
2477,1779,934,846,918,large,lightsteelblue
2478,1795,767,900,851,large,lightsteelblue
2479,1703,809,810,1011,medium,slategrey
2480,1699,797,805,905,medium,slategrey
2481,1809,1046,906,1096,xl,cornflowerblue
2482,1666,787,831,891,large,lightsteelblue
2483,1777,798,870,855,large,lightsteelblue
2484,1634,774,790,940,medium,slategrey
2485,1822,766,885,880,large,lightsteelblue
2486,1722,808,858,832,medium,slategrey
2487,1640,690,809,817,medium,slategrey
2488,1577,695,768,929,medium,slategrey
2489,1650,726,774,905,medium,slategrey
2490,1743,590,870,794,large,lightsteelblue
2491,1764,872,822,941,large,lightsteelblue
2492,1945,1017,963,1022,xxxl,blue
2493,1765,873,842,970,large,lightsteelblue
2494,1725,771,866,873,large,lightsteelblue
2495,1827,1146,841,1127,large,lightsteelblue
2496,1759,880,829,918,large,lightsteelblue
2497,1781,1035,857,1100,large,lightsteelblue
2498,1673,988,817,1015,large,lightsteelblue
2499,1787,992,881,910,xl,cornflowerblue
2500,1798,884,881,856,large,lightsteelblue
2501,1720,788,810,945,medium,slategrey
2502,1790,750,905,783,large,lightsteelblue
2503,1678,753,796,988,medium,slategrey
2504,1757,935,873,1014,xl,cornflowerblue
2505,1740,826,831,967,large,lightsteelblue
2506,1696,789,838,961,large,lightsteelblue
2507,1791,874,847,942,large,lightsteelblue
2508,1694,797,805,911,medium,slategrey
2509,1679,639,854,811,medium,slategrey
2510,1733,828,858,875,large,lightsteelblue
2511,1814,722,907,789,large,lightsteelblue
2512,1709,967,862,1021,xl,cornflowerblue
2513,1746,970,825,1033,large,lightsteelblue
2514,1800,819,931,775,xl,cornflowerblue
2515,1716,946,826,991,large,lightsteelblue
2516,1735,775,819,834,medium,slategrey
2517,1692,686,830,790,medium,slategrey
2518,1697,799,811,1005,large,lightsteelblue
2519,1826,719,890,739,large,lightsteelblue
2520,1740,841,850,952,large,lightsteelblue
2521,1752,643,872,789,large,lightsteelblue
2522,1828,948,915,989,xxl,royalblue
2523,1707,669,835,820,medium,slategrey
2524,1721,823,854,887,large,lightsteelblue
2525,1852,768,919,782,xl,cornflowerblue
2526,1651,815,790,943,medium,slategrey
2527,1707,838,805,942,medium,slategrey
2528,1795,768,906,814,large,lightsteelblue
2529,1707,695,817,832,medium,slategrey
2530,1679,692,839,796,medium,slategrey
2531,1735,959,874,991,xl,cornflowerblue
2532,1731,830,824,967,large,lightsteelblue
2533,1709,937,789,1022,medium,slategrey
2534,1683,903,784,1043,medium,slategrey
2535,1802,640,882,707,large,lightsteelblue
2536,1723,787,837,879,large,lightsteelblue
2537,1721,1112,792,1188,medium,slategrey
2538,1783,837,812,907,large,lightsteelblue
2539,1618,660,739,828,medium,slategrey
2540,1721,781,813,960,large,lightsteelblue
2541,1829,821,857,871,large,lightsteelblue
2542,1653,922,768,1037,medium,slategrey
2543,1804,741,895,865,large,lightsteelblue
2544,1785,718,890,758,large,lightsteelblue
2545,1771,836,841,884,large,lightsteelblue
2546,1676,725,784,865,medium,slategrey
2547,1646,645,782,791,small,asd
2548,1859,766,885,849,large,lightsteelblue
2549,1710,744,829,776,medium,slategrey
2550,1789,633,916,825,xl,cornflowerblue
2551,1737,775,865,877,large,lightsteelblue
2552,1624,535,794,741,small,asd
2553,1670,770,812,918,large,lightsteelblue
2554,1676,847,811,950,large,lightsteelblue
2555,1692,963,786,1032,medium,slategrey
2556,1622,762,766,907,medium,slategrey
2557,1760,807,860,795,medium,slategrey
2558,1687,1049,828,1131,large,lightsteelblue
2559,1705,667,804,775,small,asd
2560,1810,869,930,916,xl,cornflowerblue
2561,1831,1007,858,1076,large,lightsteelblue
2562,1663,758,787,965,medium,slategrey
2563,1809,889,911,891,xl,cornflowerblue
2564,1791,902,894,913,xl,cornflowerblue
2565,1678,735,823,891,large,lightsteelblue
2566,1832,930,931,903,xl,cornflowerblue
2567,1726,766,863,794,large,lightsteelblue
2568,1755,888,846,935,large,lightsteelblue
2569,1813,788,848,898,large,lightsteelblue
2570,1835,968,896,966,xl,cornflowerblue
2571,1690,658,845,831,medium,slategrey
2572,1749,716,849,804,medium,slategrey
2573,1871,860,915,924,xl,cornflowerblue
2574,1875,852,948,904,xl,cornflowerblue
2575,1730,811,843,928,large,lightsteelblue
2576,1850,1000,910,1005,xl,cornflowerblue
2577,1663,784,788,852,medium,slategrey
2578,1854,758,935,785,xl,cornflowerblue
2579,1688,569,815,728,medium,slategrey
2580,1799,1081,889,1093,xl,cornflowerblue
2581,1772,933,881,977,xl,cornflowerblue
2582,1826,1010,864,1014,xl,cornflowerblue
2583,1733,750,845,833,medium,slategrey
2584,1673,736,834,878,large,lightsteelblue
2585,1713,755,840,862,large,lightsteelblue
2586,1700,796,883,846,large,lightsteelblue
2587,1775,742,883,796,large,lightsteelblue
2588,1704,863,806,956,medium,slategrey
2589,1838,795,912,810,xl,cornflowerblue
2590,1752,753,859,828,medium,slategrey
2591,1790,900,884,949,xl,cornflowerblue
2592,1688,672,809,831,medium,slategrey
2593,1684,904,792,1017,medium,slategrey
2594,1759,1144,820,1101,large,lightsteelblue
2595,1684,785,792,835,medium,slategrey
2596,1755,754,842,824,medium,slategrey
2597,1718,952,782,1002,medium,slategrey
2598,1745,978,840,1001,large,lightsteelblue
2599,1953,1069,1021,1007,xxxl,blue
2600,1808,835,880,905,xl,cornflowerblue
2601,1779,690,855,786,medium,slategrey
2602,1779,660,904,744,large,lightsteelblue
2603,1767,786,819,855,large,lightsteelblue
2604,1657,729,791,884,medium,slategrey
2605,1583,736,749,928,medium,slategrey
2606,1681,622,788,835,medium,slategrey
2607,1812,893,852,972,large,lightsteelblue
2608,1838,936,884,900,xl,cornflowerblue
2609,1727,877,836,934,large,lightsteelblue
2610,1673,785,812,940,large,lightsteelblue
2611,1737,798,855,907,large,lightsteelblue
2612,1811,654,865,730,large,lightsteelblue
2613,1835,905,905,961,xl,cornflowerblue
2614,1760,767,844,830,medium,slategrey
2615,1793,797,890,932,xl,cornflowerblue
2616,1824,779,919,847,xl,cornflowerblue
2617,1716,695,825,807,medium,slategrey
2618,1745,765,870,858,large,lightsteelblue
2619,1765,763,823,837,medium,slategrey
2620,1761,797,861,849,large,lightsteelblue
2621,1647,632,803,755,small,asd
2622,1715,906,819,934,large,lightsteelblue
2623,1756,726,832,830,medium,slategrey
2624,1637,645,763,786,small,asd
2625,1704,743,826,850,large,lightsteelblue
2626,1822,1122,869,1031,xl,cornflowerblue
2627,1767,775,840,870,large,lightsteelblue
2628,1809,769,916,818,xl,cornflowerblue
2629,1776,962,872,928,xl,cornflowerblue
2630,1798,916,905,985,xl,cornflowerblue
2631,1758,848,896,862,large,lightsteelblue
2632,1673,753,796,875,medium,slategrey
2633,1817,802,905,836,large,lightsteelblue
2634,1745,929,836,958,large,lightsteelblue
2635,1736,746,842,870,large,lightsteelblue
2636,1748,829,832,850,large,lightsteelblue
2637,1774,827,862,833,large,lightsteelblue
2638,1736,738,870,895,large,lightsteelblue
2639,1745,764,858,873,large,lightsteelblue
2640,1672,758,811,919,large,lightsteelblue
2641,1612,741,762,958,medium,slategrey
2642,1727,795,845,942,large,lightsteelblue
2643,1706,797,811,915,large,lightsteelblue
2644,1639,810,778,968,medium,slategrey
2645,1711,865,810,985,medium,slategrey
2646,1821,682,909,740,large,lightsteelblue
2647,1737,873,812,862,large,lightsteelblue
2648,1830,869,918,907,xl,cornflowerblue
2649,1639,705,784,849,medium,slategrey
2650,1854,873,913,989,xxl,royalblue
2651,1846,1200,912,1072,xxl,royalblue
2652,1725,762,834,936,large,lightsteelblue
2653,1717,689,804,861,medium,slategrey
2654,1751,654,854,751,medium,slategrey
2655,1719,862,822,1032,large,lightsteelblue
2656,1717,620,841,780,medium,slategrey
2657,1718,651,826,705,medium,slategrey
2658,1716,833,818,921,large,lightsteelblue
2659,1690,567,871,698,large,lightsteelblue
2660,1769,842,906,922,xl,cornflowerblue
2661,1905,938,948,885,xl,cornflowerblue
2662,1716,764,848,803,medium,slategrey
2663,1800,825,910,902,xl,cornflowerblue
2664,1836,886,919,925,xl,cornflowerblue
2665,1804,946,851,1041,large,lightsteelblue
2666,1680,811,831,912,large,lightsteelblue
2667,1794,828,885,893,large,lightsteelblue
2668,1801,890,851,922,large,lightsteelblue
2669,1787,640,851,800,medium,slategrey
2670,1836,938,896,999,xl,cornflowerblue
2671,1743,1149,856,1158,large,lightsteelblue
2672,1746,895,842,975,large,lightsteelblue
2673,1785,742,894,788,large,lightsteelblue
2674,1726,998,860,1036,large,lightsteelblue
2675,1741,682,838,762,medium,slategrey
2676,1804,743,864,838,large,lightsteelblue
2677,1788,808,875,913,xl,cornflowerblue
2678,1829,958,911,988,xxl,royalblue
2679,1836,1124,913,1182,xxl,royalblue
2680,1801,912,866,984,xl,cornflowerblue
2681,1818,1116,925,1060,xxl,royalblue
2682,1612,606,770,770,small,asd
2683,1659,639,781,819,medium,slategrey
2684,1776,816,886,917,xl,cornflowerblue
2685,1739,861,857,940,large,lightsteelblue
2686,1836,1201,870,1186,xl,cornflowerblue
2687,1702,901,825,1019,large,lightsteelblue
2688,1670,814,763,957,medium,slategrey
2689,1742,754,863,931,xl,cornflowerblue
2690,1800,868,830,926,large,lightsteelblue
2691,1831,894,925,935,xl,cornflowerblue
2692,1770,692,845,796,medium,slategrey
2693,1697,865,819,1034,large,lightsteelblue
2694,1778,1060,860,980,large,lightsteelblue
2695,1707,898,816,1011,large,lightsteelblue
2696,1735,792,866,880,large,lightsteelblue
2697,1654,833,783,1013,medium,slategrey
2698,1794,810,889,953,xl,cornflowerblue
2699,1799,975,853,1105,large,lightsteelblue
2700,1872,734,921,791,xl,cornflowerblue
2701,1589,584,730,757,small,asd
2702,1755,701,868,812,large,lightsteelblue
2703,1795,719,896,869,large,lightsteelblue
2704,1722,764,833,847,medium,slategrey
2705,1864,702,910,768,large,lightsteelblue
2706,1660,713,779,856,medium,slategrey
2707,1802,843,886,880,large,lightsteelblue
2708,1831,791,890,858,large,lightsteelblue
2709,1696,691,831,800,medium,slategrey
2710,1772,743,852,796,medium,slategrey
2711,1693,611,780,792,small,asd
2712,1713,630,854,716,medium,slategrey
2713,1652,673,778,822,medium,slategrey
2714,1715,764,846,794,medium,slategrey
2715,1713,811,879,835,large,lightsteelblue
2716,1710,775,863,891,large,lightsteelblue
2717,1751,867,852,829,medium,slategrey
2718,1668,567,832,720,medium,slategrey
2719,1720,935,850,922,large,lightsteelblue
2720,1665,648,819,741,medium,slategrey
2721,1670,774,815,832,medium,slategrey
2722,1869,758,924,768,xl,cornflowerblue
2723,1681,716,821,780,medium,slategrey
2724,1559,639,782,812,medium,slategrey
2725,1798,882,887,845,large,lightsteelblue
2726,1682,694,834,762,medium,slategrey
2727,1681,728,813,932,large,lightsteelblue
2728,1817,765,931,840,xl,cornflowerblue
2729,1792,1096,875,1012,xl,cornflowerblue
2730,1806,710,869,781,large,lightsteelblue
2731,1766,902,840,901,large,lightsteelblue
2732,1738,773,853,787,medium,slategrey
2733,1684,686,815,837,medium,slategrey
2734,1674,560,822,701,medium,slategrey
2735,1786,782,863,788,large,lightsteelblue
2736,1697,703,805,783,small,asd
2737,1830,950,875,991,xl,cornflowerblue
2738,1697,614,822,755,medium,slategrey
2739,1816,756,916,836,xl,cornflowerblue
2740,1660,735,824,855,large,lightsteelblue
2741,1681,781,838,874,large,lightsteelblue
2742,1866,918,948,958,xxl,royalblue
2743,1635,667,776,776,small,asd
2744,1717,691,850,748,medium,slategrey
2745,1803,1001,870,937,xl,cornflowerblue
2746,1623,706,790,767,small,asd
2747,1745,777,851,837,medium,slategrey
2748,1800,819,835,843,medium,slategrey
2749,1673,888,803,962,medium,slategrey
2750,1760,823,859,911,large,lightsteelblue
2751,1874,763,960,790,xl,cornflowerblue
2752,1739,947,870,930,xl,cornflowerblue
2753,1753,797,871,856,large,lightsteelblue
2754,1839,918,904,944,xl,cornflowerblue
2755,1803,825,859,837,medium,slategrey
2756,1720,761,841,840,medium,slategrey
2757,1788,821,911,826,xl,cornflowerblue
2758,1771,703,853,831,medium,slategrey
2759,1691,608,796,766,small,asd
2760,1723,697,820,782,medium,slategrey
2761,1840,779,903,817,large,lightsteelblue
2762,1793,888,840,900,large,lightsteelblue
2763,1778,794,861,833,large,lightsteelblue
2764,1821,843,871,841,large,lightsteelblue
2765,1685,707,803,821,medium,slategrey
2766,1722,885,828,974,large,lightsteelblue
2767,1786,1093,847,1156,large,lightsteelblue
2768,1780,754,868,861,large,lightsteelblue
2769,1811,826,856,897,large,lightsteelblue
2770,1787,894,881,850,large,lightsteelblue
2771,1748,772,858,832,medium,slategrey
2772,1830,716,878,783,large,lightsteelblue
2773,1656,681,770,864,medium,slategrey
2774,1816,888,887,902,xl,cornflowerblue
2775,1741,735,857,788,medium,slategrey
2776,1745,791,884,877,large,lightsteelblue
2777,1795,813,885,927,xl,cornflowerblue
2778,1748,815,813,918,large,lightsteelblue
2779,1806,830,882,858,large,lightsteelblue
2780,1698,724,806,860,medium,slategrey
2781,1791,676,871,765,large,lightsteelblue
2782,1703,667,816,835,medium,slategrey
2783,1744,740,875,854,large,lightsteelblue
2784,1677,606,811,753,medium,slategrey
2785,1736,826,860,877,large,lightsteelblue
2786,1786,747,864,825,large,lightsteelblue
2787,1858,1071,925,1056,xxl,royalblue
2788,1833,862,925,851,xl,cornflowerblue
2789,1900,932,918,865,xl,cornflowerblue
2790,1743,726,867,814,large,lightsteelblue
2791,1733,677,844,785,medium,slategrey
2792,1745,866,889,893,large,lightsteelblue
2793,1803,725,892,766,large,lightsteelblue
2794,1713,775,827,936,large,lightsteelblue
2795,1491,478,702,715,small,asd
2796,1765,766,850,901,large,lightsteelblue
2797,1767,897,843,942,large,lightsteelblue
2798,1773,703,880,858,large,lightsteelblue
2799,1760,750,802,817,medium,slategrey
2800,1745,846,832,892,large,lightsteelblue
2801,1769,629,860,754,medium,slategrey
2802,1653,638,804,818,medium,slategrey
2803,1851,892,901,898,large,lightsteelblue
2804,1768,674,876,795,large,lightsteelblue
2805,1798,721,889,815,large,lightsteelblue
2806,1656,689,840,770,medium,slategrey
2807,1763,737,862,783,large,lightsteelblue
2808,1781,765,882,846,large,lightsteelblue
2809,1764,817,923,867,xl,cornflowerblue
2810,1704,828,819,913,large,lightsteelblue
2811,1715,681,848,830,medium,slategrey
2812,1774,888,846,935,large,lightsteelblue
2813,1681,793,817,934,large,lightsteelblue
2814,1786,858,872,967,xl,cornflowerblue
2815,1681,669,844,763,medium,slategrey
2816,1808,722,890,797,large,lightsteelblue
2817,1650,699,805,852,medium,slategrey
2818,1674,889,802,883,medium,slategrey
2819,1604,705,766,903,medium,slategrey
2820,1672,665,767,843,medium,slategrey
2821,1766,783,891,862,large,lightsteelblue
2822,1865,972,894,926,xl,cornflowerblue
2823,1806,835,890,954,xl,cornflowerblue
2824,1740,816,851,974,large,lightsteelblue
2825,1713,816,794,908,medium,slategrey
2826,1740,685,822,796,medium,slategrey
2827,1740,850,840,832,medium,slategrey
2828,1776,723,899,772,large,lightsteelblue
2829,1852,935,914,957,xxl,royalblue
2830,1853,722,942,801,xl,cornflowerblue
2831,1916,1113,901,1062,xl,cornflowerblue
2832,1842,1135,885,1097,xl,cornflowerblue
2833,1753,787,835,889,large,lightsteelblue
2834,1764,671,865,779,large,lightsteelblue
2835,1807,949,866,976,xl,cornflowerblue
2836,1810,909,853,984,large,lightsteelblue
2837,1643,604,806,801,medium,slategrey
2838,1764,824,841,890,large,lightsteelblue
2839,1773,885,894,939,xl,cornflowerblue
2840,1777,780,858,855,large,lightsteelblue
2841,1714,717,842,802,medium,slategrey
2842,1790,773,875,833,large,lightsteelblue
2843,1867,807,910,841,large,lightsteelblue
2844,1697,776,772,906,medium,slategrey
2845,1796,939,844,1049,large,lightsteelblue
2846,1834,965,885,1010,xl,cornflowerblue
2847,1727,814,860,874,large,lightsteelblue
2848,1819,943,912,915,xl,cornflowerblue
2849,1788,831,928,842,xl,cornflowerblue
2850,1747,821,898,911,xl,cornflowerblue
2851,1742,922,849,948,large,lightsteelblue
2852,1797,1039,878,1046,xl,cornflowerblue
2853,1783,764,867,835,large,lightsteelblue
2854,1724,661,832,797,medium,slategrey
2855,1867,972,897,978,xl,cornflowerblue
2856,1680,615,779,769,small,asd
2857,1754,727,863,853,large,lightsteelblue
2858,1624,657,749,816,medium,slategrey
2859,1629,686,788,803,medium,slategrey
2860,1794,691,861,766,large,lightsteelblue
2861,1588,730,743,912,medium,slategrey
2862,1738,738,890,802,large,lightsteelblue
2863,1806,864,913,909,xl,cornflowerblue
2864,1798,781,905,814,large,lightsteelblue
2865,1625,787,771,978,medium,slategrey
2866,1708,1058,794,1168,medium,slategrey
2867,1679,861,798,932,medium,slategrey
2868,1750,839,875,913,xl,cornflowerblue
2869,1796,954,912,966,xxl,royalblue
2870,1843,752,884,833,large,lightsteelblue
2871,1742,845,836,1016,large,lightsteelblue
2872,1667,771,804,961,medium,slategrey
2873,1689,723,811,899,large,lightsteelblue
2874,1843,807,940,828,xl,cornflowerblue
2875,1891,977,919,962,xxl,royalblue
2876,1925,1008,927,941,xl,cornflowerblue
2877,1717,1059,852,1080,large,lightsteelblue
2878,1799,954,842,950,large,lightsteelblue
2879,1695,956,849,1095,large,lightsteelblue
2880,1773,1205,846,1116,large,lightsteelblue
2881,1806,876,877,990,xl,cornflowerblue
2882,1725,941,832,1030,large,lightsteelblue
2883,1676,838,813,970,large,lightsteelblue
2884,1716,860,832,999,large,lightsteelblue
2885,1819,1002,889,988,xl,cornflowerblue
2886,1739,798,857,932,large,lightsteelblue
2887,1778,813,860,938,large,lightsteelblue
2888,1919,1312,971,1192,xxxl,blue
2889,1728,937,842,978,large,lightsteelblue
2890,1669,763,868,787,large,lightsteelblue
2891,1697,626,789,786,small,asd
2892,1773,887,867,1000,xl,cornflowerblue
2893,1764,710,863,883,large,lightsteelblue
2894,1716,887,813,1021,large,lightsteelblue
2895,1802,817,846,926,large,lightsteelblue
2896,1707,782,857,811,medium,slategrey
2897,1806,841,884,943,xl,cornflowerblue
2898,1712,549,847,745,medium,slategrey
2899,1870,1092,923,1020,xxl,royalblue
2900,1772,663,876,775,large,lightsteelblue
2901,1805,1072,880,1128,xl,cornflowerblue
2902,1820,1147,890,1094,xl,cornflowerblue
2903,1579,546,787,730,small,asd
2904,1678,859,810,976,medium,slategrey
2905,1858,976,952,1002,xxl,royalblue
2906,1773,870,873,883,large,lightsteelblue
2907,1821,697,896,806,large,lightsteelblue
2908,1846,942,896,997,xl,cornflowerblue
2909,1737,620,849,741,medium,slategrey
2910,1737,940,826,1029,large,lightsteelblue
2911,1693,735,818,895,large,lightsteelblue
2912,1782,809,843,944,large,lightsteelblue
2913,1759,1045,846,1147,large,lightsteelblue
2914,1732,1069,812,1139,large,lightsteelblue
2915,1707,826,815,1032,large,lightsteelblue
2916,1751,713,881,771,large,lightsteelblue
2917,1763,907,846,957,large,lightsteelblue
2918,1804,876,872,938,xl,cornflowerblue
2919,1742,1128,798,1159,medium,slategrey
2920,1823,1063,891,1153,xl,cornflowerblue
2921,1807,673,894,800,large,lightsteelblue
2922,1775,893,882,1013,xl,cornflowerblue
2923,1797,784,885,874,large,lightsteelblue
2924,1731,717,851,871,large,lightsteelblue
2925,1744,776,839,857,large,lightsteelblue
2926,1673,749,792,828,medium,slategrey
2927,1648,694,765,793,small,asd
2928,1868,801,912,772,xl,cornflowerblue
2929,1773,778,876,890,large,lightsteelblue
2930,1923,924,957,893,xl,cornflowerblue
2931,1779,885,878,981,xl,cornflowerblue
2932,1811,757,899,840,large,lightsteelblue
2933,1715,938,825,1035,large,lightsteelblue
2934,1747,924,844,1133,large,lightsteelblue
2935,1744,888,821,988,large,lightsteelblue
2936,1783,661,910,825,large,lightsteelblue
2937,1764,910,848,967,large,lightsteelblue
2938,1701,809,851,982,large,lightsteelblue
2939,1724,621,825,825,medium,slategrey
2940,1765,796,851,879,large,lightsteelblue
2941,1630,636,781,752,small,asd
2942,1713,608,872,719,large,lightsteelblue
2943,1838,1210,869,1084,xl,cornflowerblue
2944,1704,855,818,959,large,lightsteelblue
2945,1772,744,874,873,large,lightsteelblue
2946,1846,1114,872,1083,xl,cornflowerblue
2947,1805,913,913,920,xl,cornflowerblue
2948,1805,1074,875,1052,xl,cornflowerblue
2949,1680,713,818,897,large,lightsteelblue
2950,1839,902,880,926,xl,cornflowerblue
2951,1723,829,841,901,large,lightsteelblue
2952,1800,869,925,936,xl,cornflowerblue
2953,1861,866,905,864,large,lightsteelblue
2954,1724,772,817,859,large,lightsteelblue
2955,1812,801,877,836,large,lightsteelblue
2956,1664,725,822,886,large,lightsteelblue
2957,1706,667,814,722,medium,slategrey
2958,1687,680,803,820,medium,slategrey
2959,1858,1079,909,1075,xl,cornflowerblue
2960,1629,745,791,1003,medium,slategrey
2961,1856,792,925,842,xl,cornflowerblue
2962,1757,1052,900,1062,xl,cornflowerblue
2963,1750,663,824,765,medium,slategrey
2964,1735,905,818,1011,large,lightsteelblue
2965,1739,587,826,750,medium,slategrey
2966,1634,687,762,899,medium,slategrey
2967,1772,1090,861,1166,xl,cornflowerblue
2968,1600,576,785,744,small,asd
2969,1657,922,774,1048,medium,slategrey
2970,1898,815,919,913,xl,cornflowerblue
2971,1830,912,944,902,xl,cornflowerblue
2972,1712,850,815,973,large,lightsteelblue
2973,1693,920,793,1011,medium,slategrey
2974,1910,1442,934,1328,xxl,royalblue
2975,1817,739,912,850,xl,cornflowerblue
2976,1790,1062,872,1089,xl,cornflowerblue
2977,1789,1049,858,1071,large,lightsteelblue
2978,1728,660,870,825,large,lightsteelblue
2979,1684,622,823,864,large,lightsteelblue
2980,1861,1022,914,1003,xxl,royalblue
2981,1763,697,865,785,large,lightsteelblue
2982,1952,939,949,890,xl,cornflowerblue
2983,1750,793,830,830,medium,slategrey
2984,1763,899,867,1017,xl,cornflowerblue
2985,1854,727,933,785,xl,cornflowerblue
2986,1669,690,791,791,small,asd
2987,1858,1140,889,1071,xl,cornflowerblue
2988,1786,995,865,1028,xl,cornflowerblue
2989,1712,887,805,976,medium,slategrey
2990,1752,894,820,960,large,lightsteelblue
2991,1653,842,807,976,medium,slategrey
2992,1687,804,780,900,medium,slategrey
2993,1689,760,824,943,large,lightsteelblue
2994,1674,913,779,1046,medium,slategrey
2995,1819,673,872,754,large,lightsteelblue
2996,1788,857,857,905,large,lightsteelblue
2997,1679,688,834,767,medium,slategrey
2998,1763,885,846,964,large,lightsteelblue
2999,1733,708,886,753,large,lightsteelblue
3000,1703,743,819,817,medium,slategrey
3001,1814,985,865,1010,xl,cornflowerblue
3002,1825,902,892,1005,xl,cornflowerblue
3003,1815,852,926,836,xl,cornflowerblue
3004,1778,851,824,882,large,lightsteelblue
3005,1744,685,845,863,large,lightsteelblue
3006,1781,1065,872,1151,xl,cornflowerblue
3007,1716,1044,819,1052,large,lightsteelblue
3008,1766,968,862,982,xl,cornflowerblue
3009,1736,902,831,951,large,lightsteelblue
3010,1810,938,881,935,xl,cornflowerblue
3011,1839,928,913,999,xxl,royalblue
3012,1668,873,798,974,medium,slategrey
3013,1784,769,850,928,large,lightsteelblue
3014,1757,892,875,915,xl,cornflowerblue
3015,1777,963,815,1070,large,lightsteelblue
3016,1749,947,902,994,xl,cornflowerblue
3017,1842,665,880,812,large,lightsteelblue
3018,1782,754,865,822,large,lightsteelblue
3019,1734,935,830,1024,large,lightsteelblue
3020,1897,950,908,964,xl,cornflowerblue
3021,1650,822,776,963,medium,slategrey
3022,1760,1052,812,1020,large,lightsteelblue
3023,1837,747,916,830,xl,cornflowerblue
3024,1718,845,885,883,large,lightsteelblue
3025,1654,843,776,1031,medium,slategrey
3026,1834,925,908,1048,xl,cornflowerblue
3027,1810,926,871,992,xl,cornflowerblue
3028,1722,750,827,904,large,lightsteelblue
3029,1646,733,806,920,medium,slategrey
3030,1728,815,797,992,medium,slategrey
3031,1761,875,831,915,large,lightsteelblue
3032,1780,770,852,930,large,lightsteelblue
3033,1719,869,813,1024,large,lightsteelblue
3034,1830,850,893,861,large,lightsteelblue
3035,1751,962,841,1026,large,lightsteelblue
3036,1758,811,856,884,large,lightsteelblue
3037,1681,857,784,983,medium,slategrey
3038,1805,879,856,957,large,lightsteelblue
3039,1766,882,827,981,large,lightsteelblue
3040,1740,712,832,826,medium,slategrey
3041,1768,832,858,925,large,lightsteelblue
3042,1703,742,802,863,medium,slategrey
3043,1845,833,878,850,large,lightsteelblue
3044,1853,1151,922,1072,xxl,royalblue
3045,1756,792,821,878,large,lightsteelblue
3046,1858,862,913,915,xl,cornflowerblue
3047,1763,753,824,812,medium,slategrey
3048,1758,823,848,933,large,lightsteelblue
3049,1768,837,832,847,medium,slategrey
3050,1801,932,871,987,xl,cornflowerblue
3051,1761,879,876,956,xl,cornflowerblue
3052,1756,819,833,942,large,lightsteelblue
3053,1830,1061,904,1087,xl,cornflowerblue
3054,1726,733,843,865,large,lightsteelblue
3055,1718,818,848,965,large,lightsteelblue
3056,1717,907,807,991,medium,slategrey
3057,1811,875,882,974,xl,cornflowerblue
3058,1780,902,826,903,large,lightsteelblue
3059,1664,663,768,761,small,asd
3060,1751,740,872,773,large,lightsteelblue
3061,1972,1093,959,1066,xxl,royalblue
3062,1699,661,884,750,large,lightsteelblue
3063,1819,993,866,983,xl,cornflowerblue
3064,1665,766,768,945,medium,slategrey
3065,1567,619,728,828,medium,slategrey
3066,1686,792,889,847,large,lightsteelblue
3067,1771,984,852,1065,large,lightsteelblue
3068,1800,774,905,798,large,lightsteelblue
3069,1783,879,910,980,xl,cornflowerblue
3070,1756,928,846,1044,large,lightsteelblue
3071,1722,803,845,876,large,lightsteelblue
3072,1761,884,880,957,xl,cornflowerblue
3073,1850,836,878,830,large,lightsteelblue
3074,1816,810,907,895,large,lightsteelblue
3075,1772,936,828,933,large,lightsteelblue
3076,1735,619,852,784,medium,slategrey
3077,1705,772,781,840,medium,slategrey
3078,1803,908,892,973,xl,cornflowerblue
3079,1750,661,857,815,medium,slategrey
3080,1777,1090,904,1112,xl,cornflowerblue
3081,1759,957,807,1022,medium,slategrey
3082,1787,877,886,896,large,lightsteelblue
3083,1766,991,874,1076,xl,cornflowerblue
3084,1762,603,891,720,large,lightsteelblue
3085,1688,791,787,921,medium,slategrey
3086,1850,791,936,813,xl,cornflowerblue
3087,1764,771,890,821,large,lightsteelblue
3088,1798,927,827,935,large,lightsteelblue
3089,1678,801,802,897,medium,slategrey
3090,1738,969,853,1028,large,lightsteelblue
3091,1739,775,850,958,large,lightsteelblue
3092,1577,564,753,735,small,asd
3093,1707,728,851,823,medium,slategrey
3094,1863,1033,896,1018,xl,cornflowerblue
